UMAP_1	UMAP_2	cluster	orig.ident	nFeature_RNA	nCount_RNA	percent.mt	SCGB1A1	IGLC1	IGHG1	IGHD	SCGB3A2	SCGB3A1	IGHG3	IGHA1	BPIFB1	C9orf24	IGKC	CXCL8	TPPP3	COL3A1	RSPH1	COL1A1	IL6	MSMB	JCHAIN	TSPAN1
-2.14907714751718	-3.82164802761163	Pericytes	lung	260	314	1.27388535031847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.20855417820456	-2.77568497867669	Macrophage Alveolar	lung	1093	1936	0.15495867768595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81893505460702	0	0	0	0
-6.59079751399515	4.46631607799445	Club	lung	457	569	1.40597539543058	0	0	0	0	0	0	0	0	0	0	2.92180003288302	0	0	0	0	0	0	0	0	0
-8.21341618922708	6.23408469943915	AT1	lung	390	478	0.836820083682008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.51624497798441	-0.43956634016122	Mesothelial	lung	404	785	0.127388535031847	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87642235614822	0	7.03417465764458	0	0	0	0
-7.30600079921243	-4.97657575817193	Myofibroblast	lung	512	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7499141123751	0	3.80496917470226	0	0	0	0
9.64160814854147	-2.92178454609002	Macrophage Alveolar	lung	846	1358	0.294550810014728	0	0	2.12390931231874	2.12390931231874	0	0	0	2.12390931231874	0	0	2.12390931231874	0	0	0	0	0	0	0	0	0
-6.545884222064	0.540532727862045	VE Arterial	lung	300	384	0.78125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.41298571201804	2.77469048290168	ncMonocyte	lung	413	611	1.14566284779051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.90342530635355	-8.55771579952325	Myofibroblast	lung	376	469	0.639658848614073	0	0	0	0	0	0	0	0	0	0	0	0	4.17386228382852	0	0	0	0	0	0	0
-6.78666219142435	-6.75097122402276	Myofibroblast	lung	312	388	0.77319587628866	0	0	0	0	0	0	0	0	0	0	0	0	3.96169643183666	3.28740123315937	0	0	0	0	0	0
4.87879362675192	-0.852268602562801	AT2	lung	950	1424	1.1938202247191	0	0	0	0	0	0	0	0	0	0	0	3.58663517656532	0	0	0	0	2.08224659260744	0	0	0
-8.0384379330015	-5.62222280712213	Myofibroblast	lung	493	577	0.866551126516464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.52639618488791	15.0658813455573	Ciliated	lung	458	570	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17297292060993	0	4.6659186391464	0	0	0	0	4.48547743324543
-8.39775761989115	-6.17081155986871	Myofibroblast	lung	547	733	1.22783083219645	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73594657294412	0	0	0	0	0	0
-9.85607060817239	-0.848122980309383	Mesothelial	lung	850	1339	0.597460791635549	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42065653450788	0	5.01306698785695	0	0	0	0
-8.82489785579202	5.4911619165412	AT1	lung	576	817	0.611995104039168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
